,label,location,tweet_text
2435,,"Phoenix, AZ",birth control is form of
2436,,"Kent, Ohio",again what does have to do with civil rights movement can't you fight without tying it together
2437,0,small town in NY,got deleted for saying is murder
2438,0,At the beach,if you are true christian you won't support that is murder
2439,,,if they want to stop why did they eliminate adoption tax credit
2440,,,takes away stork jobs
2441,1,"Los Angeles, CA",march to make less safe cuz there will still be just at higher rates women will die
2442,,Virginia,same notre dame that gave big welcome to advocate justice ruth bader ginsburg
2443,,,that coathanger head wound you suffered in womb has done extensive damage you are in dire need of late term
2444,,online,imagine having so little going for you in your life that you show up to an anti rally
2445,1,"Kentucky, USA",it shows their ignorance and harmful thinking that women who want an to it for birth control
2446,,"Mooresville, NC",i caught that too maybe he thinks that's an
2447,,Sunny Arizona,there's also charlie kelly of philadelphia pa who survived when his mother tried to have but it didn't take
2448,,"Vallejo, CA",and made her get an that toad has been player for life ugh imagine it
2449,,,i really want to say he meant is allowed in some states while being months pregnant but shit i'm confusion
2450,1,"New York, NY",is legal
2451,,The Hip Hop Isn't Dead blog sometimes,he's describing birth he must be because who fuck has an in their ninth month
2452,,SoCal,trump connoisseur what's his opinion on missed and spontaneous should woman be punished too
2453,,"Lekki, Nigeria",however you worked hard to let hillary clinton that supports to win fake conservative #releasethememo
2454,1,"Texas, USA",late term or partial birth should never be on table unless and only mothers life depends on it period
2455,0,,why would you have an
2456,1,"Studio City, CA",you can choose not to have an but let that be my own choice please
2457,,,remember when nick cannon made song about years after gigolo
2458,,,i am terrible at debating when is involved
2459,0,Here,you people turned into something to celebrate that is what we fight against
2460,,,every time you have you deny roy moore chance to molest your child when she turns #selfish #prolife
2461,0,New Jersey,no one is pro
2462,,,kinda weird when you tell all your mistresses to get
2463,,"Ohio, USA",he said month births not needs to be stopped it is wrong
2464,1,"Western Wisconsin, USA",don't like make condoms and birth control free #marchforlife
2465,1,"Madison, WI",it would be more humane for both mother and fetus to let her have an
2466,,,your dried up thingy could not have an you sick person
2467,,,ashley you're an imbecile why do you think other people should pay for your
2468,1,Some where being faithful ,aheee im pro-choice but mama please stop after
2469,0,"Syracuse, NY",everything about is completely wrong all way up to conception and beyond murder is murder
2470,,,republicans aren't going to impeach trump unless he has late term
2471,0,"Florida, USA",most normal women want strong restrictions on unlimited you people just like to kill babies
2472,,Israel,ignore those lunatics frothing at mouth they'll divert to anything to avoid facing reality of
2473,1,san junipero,is legal
2474,,"Washington, DC",i wouldn't be surprised if he has talked woman into getting an before
2475,,,how about that you made that woman had
2476,0,"Timonium, MD",i've noticed that everyone who is for has already been born - ronald reagan
2477,,South Africa / durban ,second should have gave you sign
2478,1,"Hurley, NY",what in hell is sitting president doing speaking at an anti rally is legal #notnormal
2479,,West Virginia,whenever someone says nobody likes i realize they havent had conversation with me
2480,,Ireland,he's confused birth with which doesn't surprise me
2481,,"Guthrie, Oklahoma. USA.",that old perv's never met an he didn't like he's probably got trump stationary envelopes prepped with cash
2482,,,that's lot of moralizing from pro-lifer who pushed his mistress to have an
2483,,NYC/Jersey City,what does he mean wait does he mean taken out via in month did he use word born by mistake wtf
2484,,"New York, NY",trump is literally walking abortionamirite
2485,,Switzerland,you lied about in th month that is called birth
2486,,"Hogtown, ON Canada",cracked down on anti-abortion groups churches aren't what most would consider anti-abortion groups
2487,0,,agnostic my against stance is medical biological and experience in nature
2488,,,tell me with straight face that he has never paid for an
2489,,"Stockton, CA",its funny in videos of anti march i didnt see not one non-white person #foh
2490,1,"New York, USA",sorry whos forcing you to get an
2491,0,,bump stocks and ar-s ok not ok which lives matter
2492,,Rhody,can you be feminist and still be anti-abortion
2493,,"New Orleans, LA",an authentically life-valuing ethic is incompatible with social darwinism that anti-abortion single issue voters consistently support
2494,,NOT in a shitty city,is crown jewell of democrat party
2495,0,Earth (Born in PR) 🇵🇷,i support #marchforlife is murder
2496,,"Islington, London",maybe hes actually advocating
2497,1,,same people who are against have no problem to support capital punishment out of racial reasons or bigotry
2498,,"Phoenix, Arizona",im no trump supporter but this is so far out of context he was talking here
2499,,"Pontiac, MI",nooneisproabortion
2500,,Southern Cal,bet he'd be lot less anti-abortion if he had knocked up porn star
2501,,,isn't killing babies but if that's what they want to believe fine we need our population under control
2502,,Earth,being born nature's
2503,,"Texas, USA",donald maybe your whores have had in their ninth month but thats really not thing at clinics
2504,0,Romania,is sin
2505,,,im gonna dedicate my daughhters next taxpayer funded to you
2506,0,,dont unborn women have rigth to is murder
2507,,Somewhere on earth,should be
2508,,California,mr president have you or any of your associates on your behalf ever paid for woman to have an
2509,,"Kingston, TN",hey wes you making stand that you believe in at months
2510,,Mass,tbf if they got an for fun they shouldn't have kid
2511,,2nd level of Dante's Hell,mary trump should've had an years ago
2512,,Rhody,anti-abortion protest is flat out ridiculous
2513,,"Palm Beach, Fucking Florida",didnt he ask marla maples to have an
2514,,california ,guys relax she's like she can't even get pregnant to have an #walkforlife
2515,,"New York, NY",if paid for an would that make evangelicals leave him would anything
2516,0,United States,science proves is murder of human life why do our lawmakers resist this fact big donations
2517,1,,i agree should be safe free and legal for disadvantaged minorities
2518,1,British Columbia,proud to live in country where support rights
2519,,,so funny that republicans believe trump is pro-life as if he's never paid for someone's get real
2520,,,before i read piece i was already thinking what white male is talking about again
2521,1,Los Angeles,if you've ever heard from woman who actually needs late term you are monster to oppose them
2522,,,someone on twitter described herself as an abolitionist that phrase is powerful
2523,,,democrats are for unlimited illegal immigration on demand up to birth
2524,1,lvlky,don't have an then
2525,,florida --USA,sex leads to pregnancy n pregnancy leads to so stop sex n no need for simple
2526,,Gibbs,as usual edited left off at months
2527,,United States ,most dates in dc must lead to then pretty responsible of tramps
2528,1,"Honolulu, HI",they are just anti they could care less about lives
2529,,,forgive me lord #millennials and #hipsters might change my mind on
2530,,"Columbus, OH",this debate is just ridiculous a total waste of time
2531,,virginia beach,he dont know difference bw an and pregnancy
2532,,Los Angeles ,chances president prowhateverismostconvenient has asked woman to have an
2533,,,well lets hope is that supposed to be about not
2534,,,for entirely different non related issues i may indeed call myself an undead adult at some point
2535,,at the edge of the world,why did you ask your second baby mama to get an then
2536,,,i was thinking to myself i hope they try to road trip that #dreamscometrue
2537,,"Calgary, AB Canada",so pro life he tried to bully his pregnant mistress into having an
2538,,"Jacksonville Beach, FL",dr king does not condone
2539,,"Ballston Spa, NY",oh yeah did you tell tiffany how you wanted marla to get im sure she would love that story
2540,,"Brooklyn, NY",also why is trump speaking at an anti-abortion rally when there is looming government shutdown shouldnt he be governing
2541,,,deliberately killing person most likely to love you for rest of your life #marchforlife
2542,,,anti-abortion does not equal pro-life as shown by his stripping healthcare from million children
2543,,"Austin, TX",great day to remind people that you should never use term pro-life when you really just mean anti-abortion don't lie to people
2544,,"Colorado, USA",too bad isnt retroactive he would be gone
2545,0,,life begins at conception not at birth is murder #marchforlife
2546,,florida --USA,so u dont like but like sex um sex is reason for pregnancy
2547,0,,patty murray champion of human slaughter and client to industrial complex washingtons shame
2548,0,"Charleston, SC",#fakenews anti-abortion is biased term for pro-life if you can call us that we'll start calling you anti-life
2549,0,,medical procedure with mortality rate guaranteed
2550,0,California,says that you can be too young too poor too small or too dependent for your rights to be recognized #marchforlife
2551,0,"America, baby",it's my business when providers commit murder you can chose to commit murder but it's crime against all of us
2552,,,way to go but did you tell them about you had done with someone other than wife bet not hypocrite
2553,,Nigeria,trump touts year of anti-abortion policies in white house address to march for life rally click below for full story
2554,1,,if anti people felt like they had decent argument then their arguments wouldnt be so filled with lies #plannedparenthood
2555,,Slightly left of center ,i strongly suspect he's funded at least one
2556,0,,strange i was told was about women's rights so why are there so many pro-life women
2557,,,uphold sanctity of life from very beginning by denouncing
2558,,"New York, NY",would this be poor place for an joke
2559,, #NEPA #WilkesBarre #Scranton #Poconos,did #stormydaniels get knocked up and have an trumpers would you still
2560,0,"Bethlehem, PA",gee it would be nice if pope felt this way instead of giving awards to pro activists
2561,,"New Orleans, LA",if it were actually about stopping that common ground would have been found long time ago
2562,1,The Clam Shell,since all fuckers are at anti-abortion rally we can finally get our planned parenthood provided pap smears in peace
2563,0,,actually yes all million babies actually die from each year
2564,,WAKANDA,'we in belly of beast and she thinking 'bout abortion'
2565,0,USA,but no policy or lack thereof excuses it's simply murder #marchforlife
2566,,,what moron he is however he made th month comment in debates and was not challenged
2567,,,also show me where you discuss traumatic effects on men has
2568,,"Madison, WI",i dont believe trump cares if woman gets an
2569,0,,how ironic that people who are pro should be thankful that their parents were pro life
2570,,,really funny when he has asked one of his mistresses to get an
2571,0,"Deplorable, USA",murder #marchforlife
2572,1,talk to my lawyers,i love when anti people think they have any valid points at all lmao
2573,1,,must b controlled by women keep government hands off my reproductive organs destiny
2574,1,"Dublin, Ireland",lol is still illegal in all forms in ireland even in situation of rape
2575,,surrounded by dumbasses ,what do you have against life is growing on me though knowing it does solve some problem blend
2576,,London,sits back waits for story that he paid for mistress to have an
2577,1,,is womans right is womans right is womans right is womans right
2578,,,i watched this live he said gotta stop at months
2579,,"Arizona, USA",anyone really believe he hasn't paid for an or two
2580,,Virginia,not every woman is buy women who dont say no birth control so they wont ever need an
2581,,"Los Angeles, CA",and this is not about it is about having decent people speak on all sides this man is not by any stretch decent
2582,1,Proctor Oklahoma,i believe in no after weeks unless mothers life is in severe danger
2583,1,"South Laurel, MD",fuck all dat anti-abortion shit im all fo it do you hear me
2584,1,"Lubbock, TX, Anson Tx",but i beg to ask question how can you be democrat and be christian if you believe that is killing baby
2585,,Seattle ,it's easy to fight until you need one
2586,1,Qo'noS,i'm pro coice but also condemn using as contraception had such colleague when i was at university x
2587,1,nowhere,if i want to murder someone is it your business i hope not same with
2588,0,,thank you president trumplate term no better than murder of innocent children
2589,,Alabama,its still up to doctor to pay heed to law if its hisher belief in then itll still happen
2590,0,United States,is murder our nation will face wrath of god if we don't put an end to this barbarous crime #marchforlife
2591,1,"Virginia, USA",if woman want to have she can its not your business are you going to take care of it
2592,,Florida,since it was at anti-abortion rally i bet dollars to donuts that he misread torn as born
2593,1,The Forgotten City,stay out of muh uterus but pay for muh
2594,1,calipornia yeetza kitchen,i would be against if i didnt hate babies
2595,,Wish A Nigga Woods,where can you get an at months
2596,0,,you don't know that million innocent babies are murdered every year via you're unaware of this
2597,,"Boston, MA",and unprotected sex at that sometimes that can lead to just sayin'
2598,,Over here,you mean late term in th month
2599,1,Boston,how fuck are you still against lmao i don't view it as valid opinion where do these sub humans come from
2600,0,,is selfishness
2601,,Connecticut,i just watched your debate speech about again today and want to say thank you thank you for speaking truth
2602,,"Buffalo, NY (mostly)",it's anti-abortion npr is following same naming convention
2603,,Blackburn,ironically best reason for
2604,0,West of the Mississippi,your occasional reminder is not reproductive right is recognition that you've already
2605,,"Delaware, USA",it may be changed but right now is legal
2606,,"Florida, USA",i have feeling that ban bill is gonna pass
2607,,,passing an anti-abortion pro children pro babies rally but not one sign supporting #chip grrrrrr
2608,,,you seem rather ancient for pregnancy or an
2609,0,,not choice it's spelled b o r t i o n
2610,,"Glasgow, Scotland",donald trumps mum should have had an
2611,,London,he is taking lying about full term apparently he meant to say torn
2612,,The Tophet,is not ritual sacrifice to ba'al please leave our god out of this thank you
2613,1,,anti policies are unconstitutional that was whole point of roe vs wade
2614,,,dead at i told professor u were getting an
2615,,"Jamestown, NY",there's bound to be an story to come out
2616,,England,trump who has paid for number of did an anti speech sorry catching up as from uk
2617,0,,no no murder improve adoption system
2618,,,i'll play using science how can you support
2619,0,,yeah if guy i date is pro that's an immediate disqualification for me
2620,0,Northern MN,my main objection is what they do to baby's body during an
2621,0,"Battle Creek, MI",god bless all babies that never got to take breath thanks for being pro-life
2622,,The Tophet,is not ritual sacrifice to ba'al please leave our god out of this thank you
2623,1,"Roscommon, Ireland",being pro-life is when you think is bad but using chemical weapons banned internationally is fine as long as its used on muslims
2624,0,"Palm Springs, Ca.",what do you think about party that funds of american babies while funding birth of illegals babies
2625,,Georgia,cnn exclusive tonight erick erickson bombshell about trump and
2626,0,,is terrible punishment to most innocent
2627,0,,interesting how abortion-on-demand folks think has no effect on fathers of these babies
2628,,Phoenix,anti-abortion rally imagine being that concerned with other peoples lives
2629,0,"Seattle, WA",yep how i vote is determined almost completely based on how dedicated someone is to stopping
2630,,,give it rest with commercials geeesh it's an instant reminder why i hate listening at work
2631,1,"Ontario, Canada",for women who have right to make decision on whether or not they have an
2632,,,he was talking about at months
2633,0,"California, USA",if isnt murder then why is it considered double homicide when pregnant woman is killed
2634,,USA,is that same as anti-abortion day
2635,0,United States,what if im against civil rights should i be pro
2636,0,"Hoboken, NJ",congress subject line abraham column is national tragedy
2637,,The Tophet,is not ritual sacrifice and ba'al does not desire it please leave our god out of this thank you
2638,,,you are living
2639,,,another day another photo op guess you don't remember telling marla to have an
2640,0,New York,protect americans babiesban #marchforlife
2641,,,technically yes but for purposes of no
2642,,"Wisconsin, USA",also it is unclear that making illegal is very effective to preventreduce
2643,,,with debates about government shutdown why has come up did they need another item to argue about
2644,1,United States,this is why you dont make illegal anywhere
2645,,"Selden, NY",trump is piece of shit and his mother should have had an
2646,0,somewhere in Crazyland,#marchforlife god bless president trump thank you late term is incredible cruel horrible painful act
2647,,,that isn't planned parenthood just planned
2648,1,,is safer for woman that giving birth telling her otherwise is lying to manipulate her
2649,,"Deep South Woods, USA",when you denigrate adoption you are pro not pro choice
2650,1,"Conyers, GA",just saw trump speech republicans just love children who are born into poverty at least until they exit womb
2651,,EPTX ➡ DC,you are well and truly delusional if you think didn't happen antebellum
2652,0,,is holocaust is slavery babies women and men all deserve better #whywemarch #marchforlife
2653,,Jersey Shore... The real one.,considering circumstances should late term be allowed through th trimester
2654,0,,i personally am living proof of ninth month story they are real people wake up
2655,0,"Hollidaysburg, PA",is still wrong doesn't matter
2656,,USA,who's dude with i regret my sign lol
2657,,Watching the Gorilla Channel at Washington Babylon,#marchforlife any camp followers of donald trump sign any nda not to tell public about any secret asking for friend
2658,0,,feminists are pro-abortion because right to get an is component of female tyranny
2659,,The Great White North,you look like failed came to life
2660,,"Vallejo, CA",does he mean some states allow up to nine months i think thats what he meant to say but also wrong
2661,,,when you give liberal cookie they ask for an lol
2662,0,,we are watching #marchforlife #marchforlife on now hurts kills
2663,1,In My Head And Heart,aholes if men got pregnant would be right and not choice
2664,,"New Jersey, USA",compared to partial birth obama he did great
2665,,on the edge of Colombia,remember of american women believe should be illegal in most or all cases
2666,,"California, USA",if he meant that in united states someone can have an at nine months he is still wrong
2667,0,Estonia,but calling murder of viable baby an is also far fetched
2668,,,so is pro and wants all babies to be aborted
2669,0,,thank you for taking stand against those who use it as former of birth control will have special place in hell
2670,,Bramalea,there is no charter right to at least not according to supreme court of canada
2671,1,"Seattle, WA",true biblical cherry picker thank you for this exchange it's why is still legal
2672,1,,good for you if you oppose dont have one simple
2673,,"San Francisco, California",if jesus christ gave us free will why is trying to impose his views regarding at #marchforlife
2674,,He's behind you !,is this about
2675,,The Tophet,is not ritual sacrifice and ba'al does not desire it please leave our god out of this thank you
2676,,"Indiana, USA",as long as he keeps shouting anti-abortion and pro-guns his evangelical base will put up with anything
2677,0,"Jackson, Tn..",#marchforlife you can try to justify hundred ways but you cannot justify killing an unborn baby
2678,,"Anacortes, WA",i think he meant aborted not born which isnt right they dont allow that late term of
2679,,,im missing where in construction that is says is right
2680,0,"Washington, DC",we can be generation that abolishes #marchforlife #prolifeyouth
2681,,"New Jersey, USA",how could they allow least virtuous man in govt to speak about rights ridiculous
2682,,,in th month is called giving birth someone needs to tell #dotard
2683,,,really did harper govt ban
2684,,"Dallas, TX",so if he knocked up stormy daniels she cant get an
2685,0,"Birmingham, England",woman has no right to an unless her life is threatened by pregnancy #reproductiverights are fake rights
2686,0,"Glasgow, Scotland",we legalised in s catch up america #cnews #channelnews
2687,,,it's john burk he could save them all maybe idk what's that question have to do with anyway
2688,0,Cleveland,i will never understand these creeps that love so much it's just weird
2689,,~Republic of Texas~,at this moment if child aborted was in turn treated as an illegal alien there would be no and illegals would be dealt with
2690,,"Franklin, TN",good old fashioned
2691,,nw london,i bet donald trumps mother isn't happy with fact he hangs out at anti rallies considering fact she wishes he was one
2692,,,tina that is miscarriage not an
2693,,"Los Angeles, CA",planned parenthood funds do not go to women must pay for those on their own
2694,,The SWAMP,this creature is one of dumbest women on earthseems another failed
2695,,,ffs is this s s o what are ppl really still campaigning against #cnews
2696,,Everywhere,anyone wanna bet that trump has funded at least one in his life #marchforlife
2697,,The Tophet,is not ritual sacrifice to ba'al please leave our god out of this thank you
2698,,Blue Texas,didn't he also suggest to marla maples that she get an when he found out she was pregnant
2699,,"Oregon, USA",too bad retroactive wasn't thing your mother should get one
2700,,"Galway, Ireland",why would she need an
2701,,"New York, NY",in were unfollowing all girls we went to high school with that post pictures from anti-abortion rallies
2702,,,only matter of time now before one of trump's mistresses claims he paid for her to get an but way to make that speech donny
2703,0,,million would-be friends sisters brothers uncles aunts wives husbands theyre not here today because of
2704,1,,seriously now youre doing an anti-abortion day how about womans freedom to choose
2705,,,issue is for religious vote
2706,,,marist poll shows of americans believe is morally wrong but it's basically an astroturf movement so just ignore it
2707,,"Chicago, IL",trump tweeting in support of #marchforlife like he aint ever had woman get an is super awesome
2708,1,,ive seen people say this before but if is murder than masturbation is genocide
2709,,"Seattle, WA",also man who considered marla maples getting an and said so on howard stern #liar
2710,,"North Carolina, USA",i'm sure we will find out he payed for someone's abortionwait its coming
2711,1,,rights are women's rights are human rights we cannot claim freedoms for ourselves if we deny them to others
2712,,At the top of Shit Rock,exactly get and adopt instead win win
2713,1,"Lakewood, ca",what about pregnant woman who needs an or she will die does she get right to life
2714,1,,pro lifers are seriously gonna restrict access while not giving fuck if chip gets funded
2715,,,his in-bred supporters are good argument for
2716,1,"Albuquerque, NM",i'm pro choice even on late term but this doctor put lives at danger what he did was illegal
2717,,America,survivors act seriously is this stand-up comedy routine
2718,,Seattle,i didnt realize not doing daca deal would end in of dreamers
2719,,"Birmingham, England",issues you raise have precisely zero bearing on issue
2720,,Norway,he slipped up at months which is pretty sick
2721,,CT or NY or Venice,apparently he waited for anti-abortion march instead of pushing to renew daca chip
2722,0,,#marchforlife remember america was started by margret singer to wipe out black population and her fellow dems support it
2723,,"Internet County, USA",old political slogan buttons and signs of past were like haha 'lick dick nixon' today dont eat detergent abolish
2724,,"Bellingham, WA",#potus is such liar he even lied about our current law get your facts straight look them up folks
2725,,"Isle of Anglesey, Wales",i thought in some us states was legal to wks is that what he means
2726,,"New York, USA",and when everyone knows trump wanted marla maples to have sn
2727,0,,its funny everyone who is pro activist had already been born selfish rats
2728,1,11/27/16,if you judge someone for getting an ur fucking asshole
2729,,"Washington, DC",do show where i support
2730,,Cincinnati ,if only stormy daniels would admit some of trump's hush money was also money
2731,,"Wiesbaden, Germany",do you know how works dan
2732,0,"Fernandina Beach, FL",its not anti you dimwits #prolife #marchforlife
2733,0,"Colorado, USA",ban death penalty for children stop
2734,,Norfolk UK,good luck to president trump in his attempt to tighten laws in usa
2735,,"Bellevue, WA",this is lie no one aborts babies who are at term that's not called that's called birth #marchforlife
2736,,,theres no fucking way that trump has never paid for an
2737,,"Montpellier, France",if hed gotten storm pregnant he would have been doing himself vile pos
2738,0,"Georgia, USA",how can you say is blessing
2739,,"St Louis, MO",there is your point tax payers don't pay for where do tax payers pay for
2740,1,,and if you dont want make birth control pills free for women its really that simple lol
2741,,"Jersey City, NJ",dude anti-abortion guy's song transition hit me right in fuckin aesthetics
2742,,The Tophet,we also get blocked by lot of people for saying correctly that is not ritual sacrifice to ba'al are you sensing pattern
2743,,,sees new acquaintance post on demand responds with how aboutno vibrates from rush of adrenaline
2744,1,"Mobile, AL",how so bradley is safe and legal
2745,,"El Toro, CA",hey repugs it was your st reagan who signed least restrictive law in nation when he was governor of ca
2746,0,"Miller Beach (Gary),IN",abortionismurder #prolife #marchforlife abortionmurder end of story
2747,,,also man who suggested his mistress get an
2748,,https://discord.gg/Ehtgh3N,you realize people who are for late term are extreme right
2749,,Trapped in the medical library,wonder how many of these guys have gotten women pregnant and then woman had an without them knowing about it
2750,0,"Colorado, USA",is crime against humanity
2751,,Home is where the heart is,funny how trump grandson of brothel owner is speaking at an anti-abortion rally ponder irony
2752,,"Blue Springs, MO",oh that payment might have included services lol
2753,,,odds that he hasn't told an extra-marital sex partner to get an are approximately
2754,0,,planned parenthood and is front for black infanticide and eugenics
2755,0,,is ultimate death penalty #whywemarch #marchforlife #standlife
2756,,"Durham, UK",unless is killing humans in which case it's another bad thing about him
2757,,,i kinda zoned out but their talking about what if they got raped and their parents wouldnt let them get an im so lost
2758,,"Madison, WI",no that would be akin to drowning child which i differentiate from
2759,,Pittsburgh,what are you doing to address please speak out today #whywemarch #marchforlife #solidaritychat
2760,,North Carolina,it's already well known he asked marla maples to get an she had tiffany out-of-wedlock
2761,0,United States,still needs to be done is leading cause of death in us
2762,,,science is unsettled over link between and increased incidence of breast cancer
2763,1,South Jersey,dont believe in dont have one #prochoice
2764,,"San Diego, CA",iirc lot of dental procedures are also objectively more dangerous than most common method of
2765,,"Montpellier, France",if stormy had gotten pregnant he would have done himself hypocritical lying grifter pos
2766,,,this is still birth not an
2767,,"Daytona Beach, FL",i read earlier that constitution guarantees right to life in regards to lord have mercy
2768,,Zoo,press gladly adopts verbal misdirection of pro-abortion lobby to distract from what they truly support
2769,1,,i'm not really sold on moral argument i think should be legal for pragmatic reasons
2770,,Zoo,my issue with media and its continued bias is they insist on calling pro-life movement anti-abortion thats fine but
2771,0,,how insane it must be to live in places where is still something that is up for discussion and debate
2772,,,do you believe that full bodily autonomy for women should equate to legal until birth
2773,,,use your resources to find what dt said about women's rights to and rescue your credibility to some extent
2774,0,USMOI,#whywemarch because is baby killing
2775,0,"Washington, D.C.",rejects our inherent dignity and worth as human beings it dehumanizes most vulnerable and innocent among us
2776,0,New England USA,anti you people are disgusting
2777,1,,you want to stop you want to stop birth control and you want to stop health insurance and chip im missing logic
2778,0,Ask Google,yupp patriarchy is to blame for
2779,1,"Karachi, Pakistan",anti-abortion ppl are some times themselves best case for
2780,,USA,well thats just unnecessary stupid and useless who works at an clinic that doesnt agree with it really trumpian stupid
2781,1,,we are not going back there no way no how if you don't want an don't have one #impeachtrumpnow
2782,0,,is an absolute total failure of our sentient species
2783,,,that's not only he's paid for
2784,,,tax payers don't pay for that's illegal
2785,,"Texas, USA",only time i think should be an option is in case of rape or if it is medically threatening mothers life
2786,,,so you're against providing medical care for baby that survives an got it
2787,,bit.ly/OWjLTc,they call it an even when baby is dead in there
2788,0,"Missouri, USA",which part of rape was child's fault both rape and can be wrong
2789,,Virginia,i think you mean anti-abortion there is nothing pro-life about this him
2790,,,too many liberals love it is something to be celebrated rather than be seen as an unfortunate occurrence
2791,,"Denver, CO",why are we talking about an ancient subject right now when government is going away try to focus for love of god
2792,,"Hazel crest,il",trump is not there he giving anti speech
2793,,Lowell,i always figured his view on changed when he wasnt capable of knocking people up anymore
2794,,"San Diego, CA USA",i think it's in drag someone should of had an
2795,,Connecticut,sigh although we knew that at debate where's hillary's speech i want to make that viral today
2796,0,USA,is murder
2797,0,The Land of the Free,right to seek an wtf killing babies is not right
2798,,Outside the cave,to have sex but if you say that to an seeking woman you are called misogynist
2799,,"California, USA",did president just say that laws allow child to be born in ninth month
2800,,,liberals are blatantly lying about both and chip today absolutely and easily verifiable lies our media gatekeepers suck
2801,,"Arkansas, USA",amen and dems are against death penalty yet for interesting dichotomy makes perfect sense
2802,0,,is terrible thing but it's choice nonetheless
2803,1,,anti-abortion marchers absolutely disgust me tormenting women who are living through hell just because of obsession to control them
2804,,"Hanover, IN",i have no issue with continuation of this if services were cut
2805,0,,is ultimate form of racism
2806,,"New Brunswick, NJ",there is no full term its called giving birth smarty pants
2807,,"Los Angeles, CA",if you actually think gives two shits about then you really are as stupid as i thought you were #marchforlife
2808,,San Junipero,and you wanna bet million dollars he's paid for more than one
2809,,"Missouri, USA",sorry rachelyou are wrong again greatest racist act is stats back that up
2810,,,it shouldn't be that hard to find trump i'll throw some money at gofundme for proof
2811,,"South Carolina, USA",just thought but is it possible he paid her to have an
2812,1,Uk.,is perfect example exact reason and very illustration of why must be woman's choice
2813,,Bristol/London/Norwich/York,no such thing as month someone put this prick in nut house
2814,,"North Myrtle Beach, SC",did some research he was talking about late term
2815,,"Georgia, USA",liberal media along with twitter labels pro-life marches anti to make it seem more evil
2816,,In Your Attic (Cue Evil Laugh),im sure youve paid someone to have an before
2817,,San Francisco,suicide is just adult
2818,,,bailie is dish best served anti-abortion
2819,,"Spring Hill, TN",sort of like how constitution says right to is sacrosanct right not #marchforlife #schumershutdown
2820,,🌲🌳🚤🤡🤐🌳🌲,this is surgery being done on an unborn child thats not even how fucking works
2821,,"Washington, USA",now do
2822,,,what are policies of countries which we shower with taxpayer cash
2823,,"Madison, WI",having an is taking responsibility
2824,0,,doesn't make you unpregnant it makes you parent of dead child #marchforlife
2825,,,more than likely paid for an ohio ie paid skin head to push girl down some stairs
2826,,London,and yet he's on record saying he wanted tiffany's mother to have an
2827,1,Kremlin,we should not end instead we should promote contraception and adoption
2828,,Chicago,how so all pro-choice means is that you don't want to criminalize
2829,,north York Ontario Canada,by religious groups you mean anti groups who per cent vote tory
2830,1,LA ☀️,so much for land of free you can't even decide if you wanna get an or not thanks to gop
2831,1,"Santa Cruz, CA",if he doesn't want to have an nobody will force him to personally i would reccommend that belly is ridiculous
2832,,East Coaster: Boston/JP,he's paid for more than one guaranteed if i keep rolling my eyes this hard i am going to cause permanent damage
2833,,,usual adage applies if you dont like dont get one otherwise hands off womens rights
2834,0,the cosmos,until we end and harvesting of fetal parts we cannot call ourselves compassionate advanced society
2835,,"New York, NY",what are odds he paid for an
2836,,,well so called pope just knighted an activist so
2837,0,"Houston, TX",post guilt something harvesters forget to mention #prolife #maga
2838,,"Henderson, NV",ill guarantee that trump has paid hooker or some woman to have an in his lifetime guaranteed
2839,,"Portland, OR, USA",i bet you donald trump has paid for at least one
2840,,"Texas, USA",rape makes for less than of cases but ok lol
2841,1,"Texas, USA",if you dont like so much then either dont do it or teach about birth control more fr its not that deep
2842,,Europe,there's no way he hasn't sent large scary men with suitcase full of money to insist on an
2843,,,just to be clear amadeus - you believe in until birth
2844,,A Shit Hole,ive always found phrase pro life disingenuous everyones for life its that people either do or dont like
2845,,Scotland,please someone dig up an he paid for
2846,1,Over the Rainbow,i had an argument with my mom yesterday about and i just fucking cant with her my body my rules
2847,,,plan b and medical arent same thing plan b does not work if youre already pregnant see how ignorant you are
2848,,Binary,#marchforlife president trump addresses anti-abortion rally 'we are with you all way' roffl what's more believable
2849,,,does anyone believe trump never paid woman to have an just asking
2850,1,"Los Angeles, CA",idiot assholes #resist #prochoice is my god damn right #handsoffmybody
2851,,Home is where the heart is,actually that's exactly what does ass hat
2852,,,all trumps past sexual encounters need to speak up him telling them get an
2853,,"Los Angeles, CA",so anti-abortion people added feminist to their propganda eh
2854,,Southern Oregon,birth what difference when you are an incurious fool
2855,,,it seems to me that you like to cherry pick circumstances for one having an
2856,,"With you, always",just saw group of anti-abortion teen girls sit down at oyamel for lunch and one of them was wearing pin that said baby lives matter
2857,,"White Bear Lake, MN",you have beautiful child however no one told you you had to get an abortionthey told you that you had choice
2858,,"Goodyear, Arizona",so hes for now
2859,,,ohh whats he saying i thought he was saying is wrong lol
2860,,"Dartmouth, Nova Scotia",not all rc are against just saying
2861,,,you don't need to march for choice of having baby so march is solely for
2862,,"Birmingham, England",isn't left right issue mrs thatcher for example supported it
2863,,,hypocrisy of opposing while simultaneously allowing death penalty cannot be overstated
2864,,,i think he meant to say torn instead of born an anti-abortion speech gone wrong
2865,1,Home is where the heart is,pretty sure that you as man need to shut fuck up on subject of no one asked you goddamn thing
2866,1,The Aether,if you are anti you better have adopted more kids then you have birthed into this world or your hypocrite
