,label,location,tweet_text
2587,0,,thank you president trumplate term no better than murder of innocent children
2589,0,United States,is murder our nation will face wrath of god if we don't put an end to this barbarous crime #marchforlife
2595,0,,you don't know that million innocent babies are murdered every year via you're unaware of this
2599,0,,is selfishness
2603,0,West of the Mississippi,your occasional reminder is not reproductive right is recognition that you've already
2608,0,,not choice it's spelled b o r t i o n
2616,0,,no no murder improve adoption system
2618,0,,yeah if guy i date is pro that's an immediate disqualification for me
2619,0,Northern MN,my main objection is what they do to baby's body during an
2620,0,"Battle Creek, MI",god bless all babies that never got to take breath thanks for being pro-life
2623,0,"Palm Springs, Ca.",what do you think about party that funds of american babies while funding birth of illegals babies
2625,0,,is terrible punishment to most innocent
2626,0,,interesting how abortion-on-demand folks think has no effect on fathers of these babies
2628,0,"Seattle, WA",yep how i vote is determined almost completely based on how dedicated someone is to stopping
2632,0,"California, USA",if isnt murder then why is it considered double homicide when pregnant woman is killed
2634,0,United States,what if im against civil rights should i be pro
2635,0,"Hoboken, NJ",congress subject line abraham column is national tragedy
2639,0,New York,protect americans babiesban #marchforlife
2645,0,somewhere in Crazyland,#marchforlife god bless president trump thank you late term is incredible cruel horrible painful act
2651,0,,is holocaust is slavery babies women and men all deserve better #whywemarch #marchforlife
2653,0,,i personally am living proof of ninth month story they are real people wake up
2654,0,"Hollidaysburg, PA",is still wrong doesn't matter
2657,0,,feminists are pro-abortion because right to get an is component of female tyranny
2661,0,,we are watching #marchforlife #marchforlife on now hurts kills
2666,0,Estonia,but calling murder of viable baby an is also far fetched
2668,0,,thank you for taking stand against those who use it as former of birth control will have special place in hell
2676,0,"Jackson, Tn..",#marchforlife you can try to justify hundred ways but you cannot justify killing an unborn baby
2679,0,"Washington, DC",we can be generation that abolishes #marchforlife #prolifeyouth
2684,0,"Birmingham, England",woman has no right to an unless her life is threatened by pregnancy #reproductiverights are fake rights
2685,0,"Glasgow, Scotland",we legalised in s catch up america #cnews #channelnews
2687,0,Cleveland,i will never understand these creeps that love so much it's just weird
2702,0,,million would-be friends sisters brothers uncles aunts wives husbands theyre not here today because of
2721,0,,#marchforlife remember america was started by margret singer to wipe out black population and her fellow dems support it
2726,0,,its funny everyone who is pro activist had already been born selfish rats
2731,0,"Fernandina Beach, FL",its not anti you dimwits #prolife #marchforlife
2732,0,"Colorado, USA",ban death penalty for children stop
2737,0,"Georgia, USA",how can you say is blessing
2745,0,"Miller Beach (Gary),IN",abortionismurder #prolife #marchforlife abortionmurder end of story
2749,0,"Colorado, USA",is crime against humanity
2753,0,,planned parenthood and is front for black infanticide and eugenics
2754,0,,is ultimate death penalty #whywemarch #marchforlife #standlife
2760,0,United States,still needs to be done is leading cause of death in us
2770,0,,how insane it must be to live in places where is still something that is up for discussion and debate
2773,0,USMOI,#whywemarch because is baby killing
2774,0,"Washington, D.C.",rejects our inherent dignity and worth as human beings it dehumanizes most vulnerable and innocent among us
2775,0,New England USA,anti you people are disgusting
2777,0,Ask Google,yupp patriarchy is to blame for
2781,0,,is an absolute total failure of our sentient species
2787,0,"Missouri, USA",which part of rape was child's fault both rape and can be wrong
2795,0,USA,is murder
2796,0,The Land of the Free,right to seek an wtf killing babies is not right
2801,0,,is terrible thing but it's choice nonetheless
2804,0,,is ultimate form of racism
2823,0,,doesn't make you unpregnant it makes you parent of dead child #marchforlife
2833,0,the cosmos,until we end and harvesting of fetal parts we cannot call ourselves compassionate advanced society
2836,0,"Houston, TX",post guilt something harvesters forget to mention #prolife #maga
2869,0,"Texas, USA",murder is murder is murder
2872,0,"Virginia, USA",life beats alternative every person who supports was not aborted
2882,0,I'm all over the map.,psychological pain of is much deeper than physical and you kid yourself if you think this isnt so #marchforlife
2885,0,,and bigots can't pretend to care about children when they support
2886,0,Fathers Business,who knew #democrats loved so much and they still claim their message is #love and #tolerance #marchforlife #releasethememo
2897,0,"California, USA",if you was christian you'd understand that all can be forgiven except for being gay having an or obamacare
2901,0,"Georgia, USA",kind of an iconic thing to saybut if ones in favor of were abortedthey'd have no opinion today
2918,0,"Roseville, CA",is murder baby in your belly is alive if you purposely abort that babythat is murder abortionismurder
2919,0,,funny how twitter refers to #marchforlife as anti-abortion but calls pro activists pro-choice these people are disgusting
2929,0,Montlake,they do that's point it isn't woman's body that gets murdered by an
2932,0,,bible says is murder
2934,0,,how can you justify by saying you respect life an unborn baby is life
2937,0,,is profoundly anti-women three-quarters of its victims are women half babies and all of mothers -mother teresa
2942,0,,is murder #marchforlife
2946,0,"Atlanta, GA",as former fetus i oppose - sign at march for life
2961,0,The Mitten,is gross and wrong #sexiswhenyoumadeyourchoice #takeoffthepinkhat
2963,0,"Colorado, USA",is murder pure and simple
2966,0,"St Louis, MO",shouldn't be form of birth control we should do better with education and birth control
2971,0,,lets end now too many women are players and babies dont need to be killed for playing around make women save life
2982,0,California,it seems to me clear as daylight that would be crime gandhi #whywemarch #marchforlife #lovesaveslives
2990,0,"California, USA",im going to keep this short and simple is murder #marchforlife
2996,0,"Renton, Wa.",i don't like either i am pro birth control unclefuckers don't want birth control either
2998,0,,trump gets my vote again at least we have man who actually works for americans that includeds you is murder
3016,0,"Charlotte, NC",praying for and today and believing that god is at work in ending genocide known as he is able
3021,0,"The United States of America, N. America, The World, Below the Firmament",is intentional killing of living human being
3038,0,"Quinte West, Ontario",is not of god it is murder and i notice sign holder your face cannot be seen
3039,0,,sorry your offended by truth if isnt killing baby what exactly is it
3042,0,"Missouri, USA",is selfish choice made out of convenience and nothing else #marchforlife and thank you too
3053,0,california,save babies from
3054,0,"New York, USA",#marchforlife stop if you don't want child after enjoying sex then give him out for adoption is evil
3056,0,,pro-life is pro-woman is an assault on women and death sentence to innocent unborn defend life #lovesaveslives
3057,0,,all that doesn't mean should be legal if it's killing human life which it is
3060,0,"Florida, USA",anytime i see woman say isn't murder i just know she got about of em waiting in heaven to ask why you didn't want me
3061,0,,wish i couldve been in dc todayabortion rates being at an all time low shows that we are actually making difference #whywemarch
3065,0,"The United States of America, N. America, The World, Below the Firmament",bout time president went is intentional killing of living human being
3076,0,"Brooklyn, NY",million that's number of lives stolen thanks to evil practice of #marchforlife
3088,0,The right side of Hell.,i believe is wrong i just don't care about it
3091,0,"San Fernando Valley, Ca",rape or no rape is murder and it does not make one parent less but rather parent of murdered baby
3097,0,Bruzundanga,is infanticide
3099,0,"Kampala, Uganda",is murder of highest form and it cannot be justified
3107,0,United States,more name callingclassy the laws seem unjustas millions of babies are being ripped from wombs
3108,0,"Texas, USA",is murder not choice #prolife #marchforlife #whywemarch
3110,0,Washington State ,life begins at conception is murder #marchforlife
3112,0,~Republic of Texas~,very first right in declaration of independence is right to life is liberal abomination to our laws
3114,0,,then what does kill because biologically there was life before that isn't there after
3119,0,"Pinellas Park, FL",is reaction to irresponsibility using contraceptives or celibacy is being proactive aka responsible
3121,0,"Nebraska, USA",is murder
3138,0,Colorado,your lies are coming to an end #prolife movement is bigger than you can grasp slavery ended will end too
3139,0,"Del Ray, Alexandria, VA",i am pro-life and against because we adopted our son please don't kill kids
617,,delaware county pa,i hope someone who trump knocked up then paid for comes forward
1006,,THE HOOSIER STATE.            I Support The Freedom Caucus                                    -I Want @tedcruz to be the first Hispanic President:),is pro
2148,,,oh solid so somehow pretty much i agree with you on
1458,,holding my wine and a nine ,id really like to see whole speech is he talking about or what
1394,,,too bad trump's mother didn't get an
1459,,"South Carolina, USA",he has as much admitted to being party to on tv interviews - go back in files bit #resist
229,,,
2940,,,u only care about but after that you pass policies that hurt people you dismantle policies that protect people
1413,,,buen documental stories women tell
2033,,,yes me and all my disgusting friends are electing to have late term they're very best kind of
1945,,,now you understand why debate is so far off rails this is what they actually believe
2119,,MI,he said in was law and should stay that way con man
502,,,am i really watching aka porn star affair king while pregnant wife at home speak to evangelical christians re
1609,,,ask how many americans believe in for birth control it won't be anywhere near
2698,,"Oregon, USA",too bad retroactive wasn't thing your mother should get one
2974,,rva,youre living piece of excrement who shouldve been an
739,,,can't nobody tell me donnie aint ever had an fuck out here
2509,,Mass,tbf if they got an for fun they shouldn't have kid
1676,,S.J.,imma bet there's an somewhere with your name on it
308,,"Upper West Side, Manhattan",i bet has paid for
1367,,"Ferguson, Missouri",difference between self defense and
1646,,Great State of Texas,#releasethememo #thefive juan blk man in support of ok
1368,,,you are confused you are pro #lovesaveslives
1172,,Bristolville OH,i bet you've made your own mother wish that she'd had an time or two eh
1856,,"Hollywood, CA",bold move coming out for latest term possible #takethatobummer
2205,,God’s Country,and loving and raising wonderful children being ladies man does not equate to supporting move along dummy
983,,Buffalo NY,why is it always that rich married guys who have unprotected sex with porn stars want to restrict laws
245,,LA monster for life!! ,why is this man talking about he got minutes on floor
1123,,alt @pyrocynicalv3v0,no i think he meant torn meaning keep in mind this was mr trumps speech for march for life rally
347,,"Rantoul, IL",one more thing i bet if he got stormy daniels pregnant he would have demanded an
2393,,,even if he meant to say aborted which state allows th month
1522,,"Alexandria, VA",i'm calling your mother it's never too late for an
3011,,Universal Everywhere,separate church state universal prevents counter protest- advocate for life after birth #medicareforall ity #timesup
2171,,"Baile Átha Cliath, Éire",what does phrase on demand mean
2910,,Oregon,please explain your comparison between menstrarion and how is baby your body
653,,,this anti-abortion rose garden speech is so ignorant and filled with lies it's making me sick
330,,"Chicago, IL",nobody knows more about then donald trump i guarantee you
2137,,"Henderson, NV",youre edgy bruh jokes dam man u really pushing envelope
1247,,"California, USA",ok where are women trump paid to have an you know there are probably dozens
1779,,,excuse me didn't lying hypocrite trump demand marla maples get an #marchforlife
2879,,Chicago-ish,#marchforlife adolf hitler was also against of white race
1938,,,im still laughing at trump accidentally making most surreal statement in support of
1422,,"Louisville, KY",neither are some practioners #drgosnell
608,,"Baltimore, MD",glad you pointed out that we don't allow in ninth month and since when are you trump fan
1529,,,i'm thinking limit of should be raised to years
2806,,"Los Angeles, CA",if you actually think gives two shits about then you really are as stupid as i thought you were #marchforlife
501,,"Las Vegas, Nevada",is hot button issue almost everyone good see address #marchforlife
679,,Minneapolis MN,trump has definitely paid for at least one
2744,,"El Toro, CA",hey repugs it was your st reagan who signed least restrictive law in nation when he was governor of ca
429,,,just think if k was to cover up
1472,,,don't forget either it's 'pro-choice' and 'anti-abortion' when describing either side media manipulates through language
758,,United States,i just got an at whole foods in between picking out my apples and kale it was so convenient
2756,,,i kinda zoned out but their talking about what if they got raped and their parents wouldnt let them get an im so lost
2178,,"California, USA",i'm pretty certain he's found terribly useful in past
2808,,"Missouri, USA",sorry rachelyou are wrong again greatest racist act is stats back that up
1203,,"Florida, USA",march for anti is more like it hardly pro life crowd
2798,,"California, USA",did president just say that laws allow child to be born in ninth month
1788,,,he specifically talked about asking marla to get an on howard stern
1314,,,and it's still lie no such thing as month
2969,,✈️VA,as in after st she shouldve learned importance of birth control
2185,,somewhere in the midwest,there are already laws in place
2422,,"Las Vegas, NV",where in constitution does it say you have right to an
2575,,London,sits back waits for story that he paid for mistress to have an
2474,,,how about that you made that woman had
1178,,Storm’s End,thank you for correction but still tell me where in text does word even show up
2926,,"Tofte, MN and Anna Maria, FL",only we need is yours resigning and fleeing
1373,,,because you chose to insert yourself into you cant have one shut up
2964,,,to liberals debate is about pandering to gain more votes this whole issue is setup to create division
1817,,charleston south carolina,how many has trump paid for
1251,,,you are perfect reason why needs to be kept legal and safe
1028,,"England, United Kingdom",why did he want marla maples to get an then try bit research before you pout your crap
2022,,,should ask him if he would have paid for stormys if he had gotten her pregnant
2899,,"Batesville, MS",question can i use if goes wrong answer i'm scared to ask but use what
674,,"British Columbia, Canada",nerve of him hes not pro-life he wanted marla to have an he makes me sick
505,,#Resistance HQ,adding to loooooooonnnnnng list of things doesnt understand late term
1667,,,would you rather have or door stile structure utilizing pair of skins
520,,,why are you speaking against since you wanted marla naples to abort tiffany scumbag
2884,,SOUTHSIDE,its huge ass anti-abortion rally in dc and mfs holding up signs saying i regret my me too mf
327,,,betcha anything that donald trump has paid for an
885,,,awaiting another porn star to state that dump paid her for an abortionthe countdown is on
2953,,,where was it said it was an it wasntat all sorry point of it went over your head
273,,Earth,married man had #unprotected sex that spells #justsaying #trump
3013,,Eating all your food. ,have you considered talking rationally and not likening to genocide
1261,,,i ever tell you about my one law
1190,,New Jersey,ha as long as republicans have mistresses services will remain legal
1507,,Seattle WA,its just post birth
2392,,Downhome-USA,when your daughter decides she wants an then you can pay for of your grandchild
1340,,"Washington, DC",don't you think trump has paid for more than one himself
2591,,Florida,since it was at anti-abortion rally i bet dollars to donuts that he misread torn as born
1896,,Ninove,from beginning mr trump was clearly for but to be elected he changed
1672,,New York City,#thefive i was little more pro-choice until i heard of partial birth that is going way to far
290,,"Florida, USA",come on tom put out an offer for woman to come forward that had an paid for by donald i know she is out there
2978,,"Arvada, CO",sorry i can't call -- every time an happens
2202,,"Miami, FL",trumpstormyabortionk
3126,,"Brooklyn, NY",you know no healthcare provider is ever forced to perform an now though right why do they need extra protections
2037,,,this guy is poster child for to bad we don't have time machines
2945,,"Virginia, USA",you're seriously comparing to holocaust that's rather disturbing
149,,Georgia,explaining real threat of coerced speech attempts to compel #prolife pregnancy centers to promote #efl
1905,,,y dem open b make dem no sell is it my church
622,,huntington wv,#marchforlife honestly do you think womanizer donald trump has paid for an in past
2610,,London,he is taking lying about full term apparently he meant to say torn
926,,,their several dr that preformed and are now prolife whats your point
2030,,Everywhere,scheduled my for that day
2870,,,hush money is as bad as
548,,,how long before someone comes out and says he forced them to have an
2989,,,implying you know more about what it like to have an than i even though you couldn't you never had one
951,,,how much do you want to bet that donald trump has his local clinic on speed dial #marchforlife
383,,,i hear was failed coat-hanger
1759,,"Philadelphia, PA",whats your thoughts on #vote #prolife #prochoice #marchforlife
143,,"Johannesburg, South Africa",safe pills ^^ #^__^^^ # # pills for sale in mbabane swaziland
1762,,,you know you know there is an in little donnies background
2132,,,where you confused caesarean section with an moron
1400,,"Clifton, VA",how many cases of this happening babies born alive following late term are there per year
366,,,man doesnt even have protected sex with porn stars imagine all hush money hes paid out
660,,"Georgia, USA",from legal point of view at what point in time does become murder
3135,,,wonder what his take on would be if stormy got knocked up
2724,,"Isle of Anglesey, Wales",i thought in some us states was legal to wks is that what he means
1638,,United States,and ask juan what church does he go to that says isnt murder interesting church
1427,,,agree but they should also own fact that choice they are most in favor of is clearly
2399,,United States,news media is reporting pro life as anti wonder why anti euphemism
1941,,United States,that's pretty much your base right there all anti nuts
3113,,"Ohio, USA",also i guarantee you that trump has paid for an before
2860,,,you don't need to march for choice of having baby so march is solely for
870,,,as living and breathing argument for procedure trump has lot of hard work ahead of him to convince people to be against
1007,,Los Angeles,master was frigid and half dead inherent vice was an but phantom thread is v v v good emotional rich
1931,,,how much did marla's set you back
1604,,"Florida, USA",numbers drop drastically when democrat is in wh
3025,,,dotard was failed attempt at an
2529,,"Columbus, OH",this debate is just ridiculous a total waste of time
1681,,Colorado,trump doesnt care one way or other about he just knows who his gullible base is
1781,,watford,so is it ok to have an if you are raped
2979,,"Rhode Island, USA",fake health centers is bit rich from an industry that calls elective health care
1599,,Houston TX,you are wrong as usual m deplorable are against
2911,,"Colorado, USA",lol please show me where bible had word in it
317,,,same guy that wanted marla maples to get an abortionlmaook
3040,,Its time to get Schwifty! ,there is an anti march that started down here near capitol one center earlier i wonder if it is over
2018,,East of Cleveland,because trump is an and he thinks all other babies should be too
3008,,"Justus, PA",so typical response here's one for you whose were you responsible for
3103,,,wait until it comes out that stormy had an after their affair
3046,,california,hmm well law makes it so whether you agree or not all you can do is not have an yourself
511,,,odd since president told marla maples to have an
2767,,Zoo,press gladly adopts verbal misdirection of pro-abortion lobby to distract from what they truly support
2683,,"Dallas, TX",so if he knocked up stormy daniels she cant get an
1329,,,there's an anti-abortion march or 'pro-life' march as they call it
1899,,state trump won by 0.3 points,how can someone be pro life when couldve saved us from twitter page cloyd rivers
1959,,,anyway pp escorts are big damn heroes i still get mad even when i know what to expect and is fucking legal #underhiseye
1929,,Wonderland,nope they'd all say they paid for her too
1318,,"Auckland, New Zealand",reading an article about downs syndrome and rates lot of agency of women appears to be taken away in these arguments
725,,Pegging @sethrogen ,donald trump is on tv saying you can have an at months pregnant
1740,,extremely online,nice anti rally
2765,,,this is still birth not an
466,,,man who paid off women he impregnate to have an is speaking at #marchforlife this is hypocrisy
2264,,,are you pro
2967,,United States,yeah no after that very st you should have known to protect yourself thereon
2341,,,nothing funny about wes probably ought to take this one down
1536,,"Chevy Chase, MD",and that any woman he impregnates can have an
2425,,"South East, England",this is most confusing anti-abortion message ever
915,,,you ghouls always make wrong decision would that you could have retroactive
698,,"Boulevard Park, WA",did trump just completely garble his speech and say that permissive laws allow babies to be born in th month #dotard
2825,,London,and yet he's on record saying he wanted tiffany's mother to have an
212,,,can we get journalist to ask has ever paid for an
108,,,#foxnews will need to pull out or #guncontrol tomorrow to sooth their worshippers
2332,,NYC,its pretty progressive of conservatives to allow man who begged his ex wife to get an to speak at #marchforlife
1455,,"Maine, USA",that would be simple if it was religious thing lot of people think is just plain ole wrong
1524,,"Boston, MA | Washington, DC",that's tautology if was illegal only illegal providers would perform them
2434,,"Phoenix, AZ",birth control is form of
1960,,"Alabama, USA",do we honestly believe he hasnt quietly paid for at least one during his too many years on earth
469,,Nederland,seems few gropers have no problem forcing their mistresses having an
136,,"Illinois, USA",doesn't #kelly know that evolution stops at perfection it's why #trump will never admit to evolving on anything except maybe
2321,, ,what is restitution to mother who suffered forced
2429,,"North Carolina, USA",it sure sounds like him tbh it was likely slip-up he probably meant to say should be illegal not birth
189,,"San Francisco, CA",msnbc am house members told to stay flexible as shutdown nears soon trump addresses anti-abortion event as shutdown nears
948,,Austin,this does raise question how many supporters would trump lose if he preformed an on wh lawn
1020,,,haha bet that formerly pro choice trump mightve made woman get an
3034,,The USofA,wtf is he talking about and elective late yet allowed here where #liarinchief
1946,,"New York, NY",he was pro #allday
2857,,"Goodyear, Arizona",so hes for now
3122,,"Raleigh, NC",didnt you have your exwife have an
840,,"Kansas City, MO",remember this is man that wanted to have women punished for having an but he's doing porn stars
1680,,,i predict we soon find out he paid for an st some point in recent past
609,,"Loveland, OH",you can not have an elective late term you lying pig
2013,,MIDWEST,k
3101,,"Oslo, Norge",all people marching thinks women do just for fun #marchforlife
1552,,,march life day reminds me that most hispanics oppose duped into voting for dems and compromising their moral values
441,,"Salt Lake City | Hazleton, Pa.",also many who are anti-abortion are against any kind of birth control going scorched earth and ignoring areas of compromise
3134,,"Bedford, NH",hopefully non of those men have to have an they're very brave
1493,,Washington DC,sightrump and his supports downtown in my city parroting dumbass falsehoods about fuck trumps america is dumb
1217,,,you appear result of failed
2723,,"Bellingham, WA",#potus is such liar he even lied about our current law get your facts straight look them up folks
2333,,NY,im positive he tried to get marla to have an i remember im going digging
957,,"Fairfax, VA",how is right to life effectivel opinions on hardly moved for decades
2893,,chipnw,donald trump has absolutely paid for an and he's speaking at pro-life march irony never dies
2469,,,republicans aren't going to impeach trump unless he has late term
793,,,i've always believed trump's paid for an or two in his time
1139,,The Beach.,man if woman came out and said trump paid for her i would die
944,,Maryland,she's not saying it's an re-read and use comprehension skills
763,,,give me break he doesnt care about or anyone or anything only money remember
861,,"Los Angeles, CA",its in title of article pro
2519,,,before i read piece i was already thinking what white male is talking about again
978,,Virginia,im sure trump was counting on those rights when he had adulterous unprotected intercourse with an adult movie actress
1742,,"North Shore, MA",technology is going to make it impossible for you busybodies to ever know that someone received an deal with that
2441,,Virginia,same notre dame that gave big welcome to advocate justice ruth bader ginsburg
2200,,"New Jersey, USA",unless their mistresses need an #gophipocrisy
2758,,Pittsburgh,what are you doing to address please speak out today #whywemarch #marchforlife #solidaritychat
1014,,,will will disagree on that one hillary did does agree with late term
1636,,,ok but death penalty wrong #thefive
1233,,USA,i do hope one if these ignorant hair brains will be forced someday for some reason in needing to have an
1540,,gt falls mt,i am not aware of late term at mos u r right it is called delivery
776,,"Edmonton, Alberta",i think he's talking as baby is being born read paradigm book it'll all make sense
952,,East Coast,asked republican friend apparently he was trying to talk about late-stage not birth ffs
1423,,North Carolina,no more babies is honestly pretty bold change of pace for an anti speech
455,,Worldwide,did he really just speak on what is presently legal unreal
2330,,,too bad wasnt available to your mother
2485,,"Hogtown, ON Canada",cracked down on anti-abortion groups churches aren't what most would consider anti-abortion groups
3012,,Earth,why did #stormydaniels make point to mention no condom
590,,"Forney, Texas",didnt he try to force marla maples to have an
2061,,United States,judging by how humans are doing i say is way underrated
1950,,Exol,after st youd think shed bounce
408,,,last i checked is legal in all statesexplain to me your reasoning
1848,,,and also fact that would support if he had impregnated l
2925,,"Austin, TX",not just pro but apparently militantly anti-natalist
1576,,,i also didn't say that ibbitson was left i said commentators on both left and right are condemning clause
2502,,"Texas, USA",donald maybe your whores have had in their ninth month but thats really not thing at clinics
2876,,"Lincoln, NE / Washington, D.C.",i cosponsored born-alive survivors protection act which ensures that medical protection must be given to children who survive
2057,,"Veracruz, Veracruz de Ignacio ",north korea has free why don't you see for yourself
2851,,,all trumps past sexual encounters need to speak up him telling them get an
2237,,Detroit Rock City,your entire treasonous administration is an tick tock donnie mueller is coming for you
2648,,"Deep South Woods, USA",when you denigrate adoption you are pro not pro choice
2681,,,in th month is called giving birth someone needs to tell #dotard
2566,,,also show me where you discuss traumatic effects on men has
2504,,,im gonna dedicate my daughhters next taxpayer funded to you
3059,,"Harbor Springs, MI",nearly every healthy fetus happens in first weeks anything beyond that is medical
2027,,OldEbbittGrill,except for when he begged mistress marla to get an
2128,,,honest to god i would be absolutely shocked if donald trump hasnt paid for an or
2533,,,for entirely different non related issues i may indeed call myself an undead adult at some point
2554,,Slightly left of center ,i strongly suspect he's funded at least one
699,,"Clearwater,Fl",only support on demand where do they get their numbers
1163,,,how did you feel after having an
2312,,Vancouver,i'm sure when these idiots leave review saying they had bad time at clinic no one will care
123,,Earth,pills and establishments things to know #article
691,,Earth,most permissive laws anywhere in world evidence
767,,United States,good for you however if she had an you would have never known
2738,,"St Louis, MO",there is your point tax payers don't pay for where do tax payers pay for
1364,,"West Hollywood, CA",what's spineless is having an
1456,,"Houston, Texas",who cares if he paid for them let's hear from anyone who had an he refused to pay for
1921,,"iPhone: 0.000000,0.000000",dont forget restrictions
876,,"London, England",re anti you sir are vile odious shit of highest order
1062,,,nigerians are against giving birth outside wedlock theyre against theyre also against marrying when youre not ready
2871,,,uh there is recording of him on howard stern saying he had someone he slept with get an so
443,,,no surprise trump favored partial birth as late
2602,,Blackburn,ironically best reason for
2855,,"With you, always",just saw group of anti-abortion teen girls sit down at oyamel for lunch and one of them was wearing pin that said baby lives matter
1632,,right here!,on why doesn't man have say in it after all women can't get pregnant with out man
2158,,Earthling Central,so by having no laws of any type about makes it lawful seems more like ignored and avoided
1677,,,what other services do they do besides nothing
1541,,Area 51 UFO Hanger,they can all honestly say they've never had an
570,,,spkg anti-abortion rally says his admin will support pro-liferspts out us is of only countries wh allow late term
832,,"Washington, DC",i would put my entire life savings on him having paid for at least one
2995,,,i propose we support postnatal until th month
1724,,probably with Mike,that and fact he doesnt know that having late term isnt giving birth lol
3094,,,always comes back to money kids is lot to manage living on minimum wage
580,,Down in a Hole,oh and he lieslate term is only done in extreme cases it is not regular practice
2924,,Brooklyn,it's lot easier to say in retrospect i'm glad i kept my baby than in retrospect i wish i had an
2268,,"Denver, CO",wait i thought they opposed im so confused
2500,,,isn't killing babies but if that's what they want to believe fine we need our population under control
2040,,"Rantoul, IL",oh he be screaming at her to get an soon as possible
1689,,"Florida, USA",is there christian in democratic party if so why you stand for
2536,,"Calgary, AB Canada",so pro life he tried to bully his pregnant mistress into having an
2506,,Somewhere on earth,should be
1435,,VOTE PAPER!! GET RECEIPT! TOUCH SCREENS ARE HACKED!!,you're sick no one advocates at weeks anyone who would is inhumane stop spreading lies
526,,"ÜT: 39.114532,-84.498292",also if trump has not gotten at least one woman pregnant and then paid for her i will legally change my name to susan sarandon
683,,"Mystery Babylon, USA",said this is th #marchforlife proving that nothing has changed after all this time all talk no action
1483,,"Right here, Right now",does tiffany count he really wanted that to happen
2580,,"Los Angeles, CA",and this is not about it is about having decent people speak on all sides this man is not by any stretch decent
1891,,"San Antonio, TX",i'm guessing is mild subject for you then
2203,,,heres deal you shit for brains fool when youre capable of giving birth you can comment on until then stfu
716,,"Las Vegas, Nevada",#latetermabortion r most disgusting thing several states allow it many progressives don't have problem with an th month
2627,,Phoenix,anti-abortion rally imagine being that concerned with other peoples lives
2689,,"Franklin, TN",good old fashioned
1398,,"West Hollywood, CA",do you think of as birth control
2280,,htown,he was trying to talk about late-term but hes an idiot that doesnt know how to use words in english
761,,"California, USA",i refuse to retweet any of trumps hypocrisy- hes foul
475,,"Georgia, USA",if only of american population supports on demand democrats what is your position
2943,,,are you implying that is worse than onanism
756,,,i hope someone in their group ends up getting coat-hangar on their kitchen table
1389,,United States,because none of those things are connected to
1912,,PA,and all of pro is anti death penalty just so were clear i like this game lets do more
1196,,"Newark, 3rd oldest big US city",stop bullsht were talking here stay on topic you rabid deranged leftist
943,,"Alabama, USA",youmean wouldn't stop if made illegal how shocking #trumpshutdown
1362,,"East St. Paul, Manitoba",charter does not say women have right to an
3067,,New York,march is for anti-abortion so fetuses can become those people on your list
1939,,Around and about,is he trying to say that it takes longer to make baby or hes cool with why how did humanity allow this
1739,,,not coincidence that went down during obama years
3014,,Baltimore,or would put his name on tools if he thought he could make nickel on them
2423,,"England, United Kingdom",and many others are pro
1162,,"Chicago, IL",avoids trump speech to try and keep sane today
1452,,"Cleveland, OH",let's have person jury vote on then
454,,Oxford,trump addresses and supports anti-abortion pro-life demonstration broadcast live
2184,,,no one is pro
618,,,what hell hes at an anti-abortion rally talking about how great he is self centered son of bitch
2133,,Brighton,i'm assuming he meant 'torn' in some kind of anti-abortion way he's such an idiot
2274,,New York City,until he goes on howard stern talking about how he tried to get tiffany's mother to have an
1168,,Swindon,you want to make criminal act
1332,,"Portland, OR",what do you imagine i can always get an don't need to use 'protection' is
1049,,New Jersey,trumps mother should have had an
2733,,Norfolk UK,good luck to president trump in his attempt to tighten laws in usa
1711,,"Virginia Beach, VA",but describing #marchforlife as an anti-abortion rally does
2604,,"Delaware, USA",it may be changed but right now is legal
1125,,"England, United Kingdom",#marchforlife imagine if trump got stormy daniels pregnant you think he wouldn't have forced her to get an
1510,,"Louisville, KY",but i bet y'all are happy because of part
883,,"Chicago, IL",is their relationship between singers infanticide arguments and openness of dnc to approve after birth
467,,,im sure hes used as birth control but #maga people to naive they have no clue who this guy is
2809,,,it shouldn't be that hard to find trump i'll throw some money at gofundme for proof
1697,,,hes talking about yea dumb fucks
1792,,United States,trump could perform himself on th ave his worshippers wouldn't turn on him
2766,,"Daytona Beach, FL",i read earlier that constitution guarantees right to life in regards to lord have mercy
1975,,,isn't it common knowledge he asked both marla maples to have an
577,,SCOTLAND,watching trump live re this is utterly horrific
141,,"Pittsburgh, Pa",tomlin thats dumb ass move just like defensive game plan
1533,,,are you seriously conflating war with
1003,,United States,its partial birth dear
3005,,galaxy ,i am for late term in regards to trump lets say about years
663,,New Haven,no need stormy daniels story and president's appearance at anti-abortion rally are inextricably linked
1292,,"Atlanta, GA, USA",damn how many times can you have an
2921,,"Indiana, PA",everyone knows as long as you don't have that fetus will pull itself up by its bootstraps as soon as it's born
1039,,,he meant to say
2098,,,oh no please do not fucking tell me trump wants to change anything relating to roe w wade aka laws
533,,"Washington, USA",now listen to specialist molester rapist
1592,,"Arlington, VA",by outlawing you are making that decision you are literally deciding that they must live
254,,Israel & USA ,i wonder how many women did trump pay to have an
1348,,,he rapes children but your ok as long as he against
2904,,,diaper donny doesn't care about anyone but himself how mush did he pay off one of his tricks to have an
2678,,,im missing where in construction that is says is right
1619,,,you can change your view on i did as did trump
1986,,"Downs, IL",he supported late term last year
770,,The Great White North,fuck you larry you unsupervised
