,label,location,tweet_text
4969,,Earth,Day 375: The Senate is considering a 20 week abortion ban. So I am changing the year on my wall calendar to 1918.
4970,,"Earth, sometimes",@JerryMoran Vote NO on the 20-week abortion ban! Your constituents are watching!
4971,,"Arkansas, USA","@HaramHussy @NARAL These stats aren't stats for abortion after 20 weeks.

Government needs to stay out of our health decisions."
4972,,New Jersey/Aruba,"@kerrykelly514 @Snitfit @DailyCaller There should be NO ABORTION, EVER!!!"
4973,,"Colorado, USA","@RealCandaceO @DojaSoldier Jay z is a walking abortion.  Great job dodging that coat hanger, bruh."
4974,,"MKE, WI","@BeccCobain @Mel_lific Some ""Libertarian"" arguing for late term abortion."
4975,,,@LindseyGrahamSC Are we seriously debating abortion in 2018?
4976,,,"Nor the personal pain of people made to suffer very directly by some of the general policy stuff- abortion, LBGT+, etc"
4977,,,@realTanyaTay It isn't a women's march anymore. It is an abortion/man hating march. Nothing more. Nothing less.
4978,,"Texas, USA",@HaramHussy @NARAL Those are not stats for post-20 week abortion.
4979,,Florida Key,@Liz_Wheeler @RoeMasterNYC Ban all abortion its #wicked &amp; #murder
4980,,United States,@Alyssa_Milano Oh no! Chelsea Handler could never go that long without an abortion!!!
4981,,"San Antonio, TX",@BMS_Billy the show without @BMS_Derek is pretty much just a botched abortion. #nomorevacations
4982,,,"@someecards Abortion is murder!!! If you can’t take responsibility for your actions, keep your f-ing legs closed!!! 🙄🙄🙄😐😐"
4983,,"Tre-4, NC (SUNSET HOUSE) 🌅","If a guy wants to keep a baby, but the girl doesn’t, can they go through with the abortion?

#DeadAssSerious"
4984,,"Cumming, GA",@sendavidperdue I support abortion rights and the right of a woman to choose but not late term abortions.
4985,,,"@bexual_healing @surfbordt They’ve never been in a position where, if they needed an abortion, it would be an actual problem to get one."
4986,,"Jacksonville Beach, FL",@AbortionCare: Independent abortion care providers can tell you that this past year has been unlike any other -- and we have no plans to...
4987,,"Nebraska, USA","If you say ""her body, her choice"" as an argument for abortion, you don't get to criticize people for not donating their organs. ✌"
4988,,"Pennsylvania, USA",@_celia_marie_ Really?  5 months to get a abortion is to much to ask?
4989,,,"@pigchampions @jennajameson But glad to see you equate abortion with death penalty, unnatural death."
4990,,,"Okay I might be feeling a bit better. I didn't suffer another brain abortion through the night, but that vision is still there."
4991,,United States,"@ByronYork @chiIIum Frankly, I'm more concerned about the abortion vote."
4992,,,"@danielmarven Id never be offended of this even if I had an abortion, my body ,my choices"
4993,,"Evansville, Indiana",Rock Calendar 1-29-98: A guard is killed and a nurse injured when an abortion clinic in Birmingham AL is bombed. The bomber is serving life.
4994,,USA,@JerryMoran It would be a great way to celebrate #KansasDay if you would vote AGAINST the 20 week abortion ban.
4995,,Colombia,"@aigkenham straws are a serious problem with contamination and global warming, why bring abortion onto thi?"
4996,,,@Budhahess @carolyncowbofan @reflecthim116 @realDonaldTrump I bet u r pro abortion though🤷‍♀️
4997,,Oklahoma,@LifeNewsHQ Joy  Villa supports pro-life and gets slammed. If  she supported abortion she would have been praised. liberals are a joke
4998,,USA,@SenPatRoberts It would be a wonderful way to celebrate #KansasDay if you would vote AGAINST the 20 week abortion ban.
4999,,,@LindseyGrahamSC Let’s focus on Abortion today because the Russians sanctions are due @LindseyGrahamSC.
5000,,"Salt Lake City, Utah",@_celia_marie_ Without a single thought in their tiny empty heads nonetheless. Skippity do da I demand an abortion. #SarcasmJenn
5001,,BC,"Penis removal is the best way to reduce abortion rates, we all should adopt it as a contraceptive method 🔪🍆

#Feminism"
5002,,"Virginia, USA",@LindseyGrahamSC Hillary’s support of abortion at any stage is too extreme.
5003,,"Toronto, Ontario",@Commodity52now @FinniganJim @gmbutts Canadian law does not enshrine a women’s rift to abortion.....
5004,,"Melbourne, Victoria",@Liz_Wheeler What about abortion for the sake of convenience??
5005,,swansea,tom long is against abortion because we shouldn’t have the right to take away another life but he was all for the air strikes in syria ???
5006,,"Arizona, USA","@WiredSources If someone kills a pregnant woman, they are charged with 2 murders. Abortion is murder!"
5007,,,"@Herbsistah @AllBungled @asomer @SamarasBritt @Galidar @cmaloney @NumbersMuncher as far as abortion goes, 2 BILLION+ kids killed since 1970"
5008,,Nova Scotia,@bkgraham or one of those sinners who has had an abortion.
5009,,"Winnipeg, Manitoba",@nikkihaley Now tell it to the lady with the abortion dress.
5010,,,I don’t believe in abortion Mr Graham but don’t tell me what I can do with my body
5011,,"Michigan, USA",@ReproRights Where does the U.S. Constitution mention late-term abortion? We missed that section...
5012,,,@KSPrior Not attacking you. Pointing out the bias in article wording “anti-abortion”. It’s ridiculous.
5013,,United States,@ReproRights I don’t support the MURDER of unborn babies. Abortion is nothing but mass murder.
5014,,Her Brain,@Cartwritte @SyataLinda @DrKanyuira Cues Abortion is a crime 🔊🔊
5015,,"Alabama, USA",@cmigbear I thought most states already had a 20 week abortion ban?
5016,,Ireland,@Hazel_ok @SkyNews Does your empathy and compassion extend Hazel to the subject of every abortion? Those humans with no FFA?
5017,,,@Alyssa_Milano Majority of Americans don’t want abortion after 20 weeks. Leftist extremists are the only ones that want babies killed
5018,,"Lynwood, CA",@DonnaLeaPurcell @cdockrey @LindseyGrahamSC #ProChoice is not pro abortion. The more you know.
5019,,The Heartland,@opinionated75 @DrBAHuc @SteveKingIA Who is born because of abortion
5020,,sterling va,@pastormarkburns or EVEN sadder the abortion clinics too.... May God have mercy
5021,,"North Carolina, USA",@rodco65 @WalshFreedom @MAGALisaHartz This is the most uneducated response to late term abortion. Please get of Twitter and read a book .
5022,,,@stevebenen @lexicaldrrift because...abortion
5023,,"Brooklyn, NY","Words cannot explain how mad I am at this and everyone and the people that said ""Trump is not anti-abortion"""
5024,,"Arizona, USA",@LisbethMA @Mothersdream @PPact So your making the case that abortion is justifiable means for population control?
5025,,,@alaunafaith8 As a leftist I buy abortion tissue from planned parenthood and use it for satanic rituals.
5026,,Ireland,@SiobhanFeely Isn't the proposal for abortion on demand up to 12 weeks?
5027,,"Fly-Over State, USA","@Alyssa_Milano Are you calling Finland, Germany and Sweden horrifying countries? Cause they all limit abortion under 20 weeks."
5028,,"Los Angeles, CA","People are choosing satanic leaders the past 50 years via civil rights..feminist fake movement..abortion..satanic worship.

I  pray for me"
5029,,,@smokeseasonband In my opinion it’s no reason for abortion. Everyone deserves life regardless of the situation at hand.
5030,,releasethememo,"@AmberPearceTX45 Supporting an org that preaches ABORTION, that is a family value?  tragic."
5031,,"New York, NY | Washington, DC",Pennsylvania Democrat Bob Casey Jr. says he’ll vote for the 20-week abortion ban in the Senate this evening. Good for him.
5032,,"North Carolina, USA",@PolitiBunny The result of a successful abortion is a dead baby..
5033,,,Alarming fact!!!! New York City’s abortion rate out weighs its birth rate. Government should not fund things of this nature.
5034,,♥ Southern Girl ♥ Bama Made,I really hate to listen to men preach about women’s bodies (I.e. abortion) 🙄
5035,,"North Carolina, USA",@Alyssa_Milano The result of a successful abortion is a dead baby..
5036,,,"@PeacefulConserv wasn't it Sweden who just said they cured Downs with abortion, still a lot of sick people out there"
5037,,"Connecticut, USA",@AmieNicoleLICSW @wolfgirlsansa @Alyssa_Milano So you need 20 weeks to decide to have an abortion?
5038,,In my yoga pants.  ,"@PolitiBunny @TwitchyTeam It amazes me how mothers of children, not only support abortion, but support it mid to late term."
5039,,,"@fawfulfan @DevinNunes Interesting the “memo”, and 20 week abortion ban is happening on the day the Russian sanctions bill should be signed."
5040,,,@StevenBeschloss It’s all about abortion. He’s supposedly pro-life and that’s all they care about.
5041,,Ireland,@LawlessRoisin Bet he won’t get the airtime Drs Boylan &amp; O’Mahoney are getting to promote their abortion agenda ?
5042,,Atlanta,"@RAM0667 What about life of mother? Respectfully, I think men should bow out of abortion debate until you can carry a baby. Signed, Pro-life"
5043,,"Philadelphia, PA","Around social media: 
🎙 “If abortion is murder... is using a Condom kidnapping?”
🤔"
5044,,"Houston, TX",@MaryMarbach @xan_desanctis Genuine curiosity: Why do you see the abortion issue as one for the states rather than a national issue?
5045,,,@OisMacC Killing babies up to birth under mental health is effectively abortion  on demand for disability etc
5046,,,@realDonaldTrump @POTUS Catholic Relief Services helps fund abortion. Please veto any funding for them with tax payer money.
5047,,,@KATUNews What is the difference between abortion and the death penalty? #LiveOnK2
5048,,North Carolina,@SenGillibrand You are an idiot. Have you seen a 20 week old fetus? You are evil if you think it is ok to have a 20 week abortion.
5049,,"Parkland, FL",@xan_desanctis I don't support any federal law on abortion because I think this is strictly a states' rights issue.
5050,,USA,@cdockrey @LindseyGrahamSC Pregnancy is not a disease. Abortion is not healthcare.  End of story. #ProLife
5051,,,"@TruthMaga Abortion stop the whole reproductive crap,and really global warming?? Lol"
5052,,"Prescott Valley, AZ",@JeffFlake vote no on the 20 week abortion bill
5053,,"Pikeville, Kentucky ",@LifeNewsHQ A little ironic I dreamed about abortion last night!
5054,,Washington DC,it would be great if the dem consultant class was the slightest bit concerned about the 20-week abortion ban being voted on tonight
5055,,,@Holy_Spearmint @glamourizes @billboard Using the word genocide when talking about abortion is offensive in so many ways.
5056,,"Pullman, WA",@xan_desanctis @baseballcrank I could’ve worded that better. It said that states had the right to ban abortion at viability.
5057,,Ohio,@Alyssa_Milano Any abortion is murder and evil
5058,,,"Although I don’t like abortion, I think Republicans will be sorry for supporting pro-life initiatives in the next election. #roweV.wade"
5059,,Earth,@hale_razor @Alyssa_Milano Supporting a woman’s right to choose =\= wanting abortion
5060,,,@Alyssa_Milano #joyvilla dress to me is freedom of speech but disturbing I don't believe in abortion I think the words are a statement
5061,,Earth,Northern Ireland may liberalise their terrible law totally preventing abortion.
5062,,nowhere,@howell_lester22 @danceinmystorm @junodjh @AmazingPhil this is another reason why abortion must be legal
5063,,"Billings, MT",@ehhric I can’t believe they’re gonna try to make another one after that abortion of season 2
5064,,"ÜT: 40.726093,-73.994817","@fergnerduson Gotta assume the abortion is coming after you get your answer to ""What are we?"" because...."
5065,,"Fort Worth, TX",@mkhammer You get a free decoder ring with every abortion.
5066,,"Irving Park, Chicago","@KamalaHarris @jacksnowknows Illinois law long time
No abortion after 1st term unless medical nec."
5067,,,@Alyssa_Milano Abortion and contraception increases labor's wages--- therefore our masters are against them.
5068,,"Ondo, Nigeria","@SAMKLEF After now, you will hear sex doll go do abortion ....
There is God..."
5069,,Alabama,@SenGillibrand Abortion is murder. And you are an idiot!
5070,,SC,@LindseyGrahamSC What does this have to do with abortion? This is off topic and irrelevant to the debate. Do better.
5071,,Cape Town,@zaanbanaan I often see that man with his anti-abortion van parked in front of the clinic. 😡😡
5072,,"Canterbury, England",Democrats are very pro abortion  [ it's surprising]
5073,,"Royal Oak, Michigan","@nikkihaley If we have to hear about that loser joy villa and her abortion dress, you can listen to some truth for little bit."
5074,,,@SenGillibrand No if women ran the senate there would be no abortion.
5075,,"Union City, NJ",@Sugar_Tits_Bear That dress makes me want to have an abortion.
5076,,"Irving Park, Chicago","@mindyanns @Norberta36 We have law
 No abortion after 1st trimester"
5077,,"Detroit, MI","@pastormarkburns Great, GREAT point, Pastor. The same holds true with abortion clinics."
5078,,United States,@CommieClio @SeanParnellUSA How many babies are murdered by abortion?
5079,,Chicago,@PalmerReport Hopefully folks that support this statement will remember it when the 20 week abortion ban comes up for a vote.
5080,,".Freeport,IL","Ives for Governor  of IL.  Will repeal the new, open-ended entitlement Rauner created by signing public funding of abortion on demand."
5081,,,@sendavidperdue Thank you. Wish all unborn babies would be protected from abortion.
5082,,"Baltimore, MD","Abortion is healthcare.

Call your rep.

#NoAbortionBan"
5083,,Boston U '19✨,"lemme say it for the ones in the back:

IF YOU ARE NOT A WOMAN YOU ARE NOT ALLOWED TO TELL WOMEN ABOUT ABORTION RIGHTS"
5084,,"Arlington, TX","@Alyssa_Milano Why not, abortion is not birth control."
5085,,"Abita Springs, LA",@sizzyrocket Hay sizzyrocket your mom wasn't pro abortion she had your ass
5086,,215,@JulesEdelman @Joy_Villa 😂😂😂they have Grammys and Talent .Joy has an abortion dress.😂😂😂😂😂😂😂😂😂😂😂😂
5087,,"Elkhart, KS",@sushi_iluv And it’s not her body that she is killing when she has an abortion! Misguided logic!!!
5088,,"California, USA",@Alyssa_Milano FYI the arguments you use to rationalize for abortion are the very same ones democrats used to rationalize for slavery.👌
5089,,Ohio,"Is it right to give the opportunity of a ""Expected Mothers"" Parking spot to an Abortion Clinic? #Sabrinaisms"
5090,,,@Rubenesque_ Are you anti abortion?
5091,,,@Anti_PC1 @kingspookcreepy A big fat abortion
5092,,,"@Lawyers4Choice Yes, Abortion is the deliberate killing of a defenceless innocent while she/he is still inside the womb"
5093,,Central Florida,"""... for the unborn child, [abortion] is anything but healthcare. It's a death warrant."" @albertmohler"
5094,,"Arizona, USA",@taratmay This is absolute sickness- yes a plague in the making. Perhaps a play by population control advocates. Adult abortion.
5095,,Kekistan,"@PaleHominid We could reduce the number of suffering brown people even further by offering them birth control, porn, and abortion."
5096,,,@nrjleog @77BlueJays @JustinTrudeau Trudeau made people sign a document asking specifically about abortion. How necessary was that?
5097,,Stamford Bridge,@farremarh_ Don't deceive your self.  Kinyi abortion din zai aure ki?
5098,,,Irish government to draw up abortion referendum bill
5099,,Montreal,@emmawilkie The crown really makes me take her anti-abortion stance seriously
5100,,Washington,@WiredSources Abortion is murder.
5101,,"Bat Country, USA",@Feminists4Life That's a pretty good one. Best anti abortion protest I've ever seen.
5102,,,I want to dump this guy pray an abortion.
5103,,,@KatiePavlich Abortion is killing a human period!
5104,,"Birmingham, Al",@True_Canuck1 There is an important vote on a 20 week abortion ban in the Senate on Monday.  Her timing was deliberate.
5105,,"Ndola, Zambia",@marleymurl That baby looks like it’s wondering if it’s still too late for its mom to get an abortion.
5106,,"cape girardeau,mo",@OhNoSheTwitnt Racism and abortion.
5107,,,@SenBillNelson  Please support the pain sensitive abortion bill.
5108,,Up in the Clouds,@GhostySpooks It's ignorant to think abortion needs to be banned.
5109,,Florida ,@chelseahandler Shame on you! 2 abortion’s?? It’s not a method of birth control!
5110,, south  la.,@AIIAmericanGirI @LifeNewsHQ What .. gonna have an abortion.jus cause she didn't try to get pregnant..it's called real life
5111,,"Washington, DC","#stopthebans A 20-week abortion ban is anti-woman, anti-life, and anti-science."
5112,,#NYC / #HNL / #LAX,Wonder how many Americans realize the Senate is voting on a new abortion law today? 🤔
5113,,"Petaluma, CA",@DrDGrossman @SenateMajLdr @SenKamalaHarris a great thread about the need for expert consult in the 20 week abortion debate at the Senate.
5114,,,Vaccines cause abortion
5115,,Puerto Rico,"TW::::::: Abortion

Se que esto es bien controversial, PEROOOOOO, i’m still going to tweet this."
5116,,"Washington, DC",The Senate is planning to vote on a bill that would impose a nationwide 20-week abortion ban TONIGHT. #NoAbortionBan
5117,,Here,@Liz_Wheeler Ban all abortion.
5118,,Maugansville,@thehill Abortion is a woman's constitutional right
5119,,✘˵╹◡╹˶✘ •ᴗ• (´・ω・`)(ʘ‿ʘ✿)歪木⚧(•ᴗ• )ͻ(っ´ω`(´ω`c)(´・ω・`)（´・ω・｀）,Was looking through the checkmarks tweeting and saw the lady who got an abortion just so she could make a movie out of it. Disgusting.
5120,,Lifeasqua👻,Niggas give these bitches abortion money just for them spend it  and keep the baby 😭😭
5121,,South Florida,@Graham_C_Young Was this one in an abortion drama too or just a stripper?
5122,,,@SenBlumenthal Abortion should not be a form of birth control!!!
5123,,WI,@ABC7Chicago Too bad his mother didn't have an abortion!
5124,,Chicago,"Ives: ""He lied to the Cardinal."" on abortion 
Rauner ""that's outrageous"" 
#twill"
5125,,"Cinderford, England",So what if Anne is against abortion. Thats her view &amp; her religions view. You have to respect each others views. #CBBAnn #cbb
5126,,,@washingtonpost Anti-abortion activists as well as evangelicals actually support this devil.  Go figure.
5127,,"Ridgefield, CT","@SenGillibrand If 51% of Congress were women, you won’t have to worry about maternity leave since you can get an abortion at any time."
5128,,Chicago,.@Trib_ed_board really pressing Rauner and why he told one group one thing and one group another thing on the abortion bill.
5129,,Illinois,"Abortion cannot just be theoretically legal, it has to be literally accessible. #NoAbortionBan"
5130,,,@HumanLifeAction @EWTN @gloria_purvis @alyssamurphy Does this 20 week abortion ban include all after 20 weeks or is only for some?
5131,,"Yelm, WA",".@SenGillibrand  What kind of sick ghoul actually positions the idea of NOT murdering an unborn baby as ""dangerous""? #abortion #Democrats"
5132,,"Derby, England","@RUMA_UK @FlockHealth 3 #colostrumisgold, not bad for an abortion meeting! We’ll get more for our lambing talks!!"
5133,,435 North Michigan Ave.,"""In the end I had to choose to follow what I believe or do politics, and I followed what I believe."" - Rauner on HB40 abortion bill"
5134,,,@rashadrobinson @NARAL Abortion kills a whole and distinct human being. #Science
5135,,"Wyckoff, NJ","@SenGillibrand Abortion is the opposite of reproduction, but otherwise I stand with You!  #prochoice #prolife #feminism"
5136,,"Berlin, NJ",@Thomas1774Paine I thought millinials favored abortion over adoption.
5137,,"Bloemfontein, South Africa",@TheRealShudu @danielmarven what's funny about abortion?
5138,,"Texas, USA",@TammyHenrix @asomer @bluestarz629 @Alyssa_Milano Legality hardly infers morality. History shall judge abortion as such.
5139,,"Oklahoma, USA","@realDonaldTrump @POTUS @GovMattBevin It's not guns, it's that people have no respect for human life, abortion caused that in this country."
5140,,,@LBC how can JRM be next PM because of his views on abortion.
5141,,"California, USA",@SenGillibrand Free choice? Where is the innocent child’s choice? You are shameful! Abortion is Murder!
5142,,"Alabama, USA",@LillyPaloma1980 @OliviaHungers @wolfgirlsansa @AmieNicoleLICSW @Alyssa_Milano I just don't agree with late term abortion.
5143,,UA'20,"Okay, but why are they still threatening to take away rights to abortion"
5144,,"Houston, TX",@Alyssa_Milano How do you feel about abortion at 36 weeks?
5145,,"Manhattan, NY",@SenatorMenendez Please VOTE NO on a 20 week abortion ban. Keep women's healthcare decisions in the hands of women &amp; their doctors.
5146,,,@Joy_Villa @TODAYshow Don't forget to speak out for the best way to stop abortion: free access to BIRTH CONTROL &amp; family planning services
5147,,,@TimNaples @JoeTalkShow Not to mention the black genocide many people call abortion.
5148,,"Olympia, WA",@krepd @Mr_JamesLandis Abortion is constitutionally permissible you dolt
5149,,,PRO👏CHOICE 👏IS 👏NOT 👏PRO👏ABORTION👏
5150,,"Paris, France",@ChrisMurphyCT 1/ I am pro-choice. Maybe 🇺🇸 should consider emulating Europe where abortion is restricted (12 weeks in 🇫🇷 for instance) BUT
5151,,"Princeton, Texas","When a woman uses her right to choose in the bedroom, she won't need to choose abortion."
5152,,United States of America,"Abortion is not wrong because of pain.
Abortion is wrong because it is murder. #AbolishAgeism"
5153,,"Capitol Hill, Denver",You all LAUGHED when he made fun of me for having an abortion (not his). You made jokes. On Twitter.
5154,,,@kylegriffin1 I want to know which women Trump was humping hit him up for abortion money. You know it happened.
5155,,"Vitoria-Gasteiz, España","@Sol_Rosenberg3 @manjooh Plus, Russian Revolution, WWI, WWII, abortion, drugs, contraception... All baptized whities."
5156,,,@LifeNewsHQ It is sad these people do not care how low they go just to keep Abortion going
5157,,"Dublin City, Ireland",@micknugent Abortion is an abomination in the eyes of God and one day you will be held accountable to your maker for your sin and unbelief.
5158,,"Austin, TX","@Fred_Butler @realDailyWire She is using Maga to rise to fame, and she is pro abortion until she jumps on the maga wagon"
5159,,"Ottawa, Ontario","@Liz_Wheeler @CatholicMBlog Ban abortion, it's murdering a little soul. And that's a fact"
5160,,"California, USA",@BWoehrel @WashTimes And that “necessary procedure” is an abortion
5161,,Florida,"In-class debates for Wednesday: Universal Health Care, abortion, religion’s effect on the world, Xbox One vs. PS4, social media… (1/2)"
5162,,MD➡️TX➡️FL➡️MD➡️PA ➡️❔,@lana862 @nonsubscriber1 @pullfoxslicense @PPact Abortion is only 99% death rate.
5163,,,Call now! Congress needs to vote no on the 20-week abortion bill! 202-224-3121
5164,,,Abortion is good.
5165,,,@JenAshleyWright Abortion is a scheme by the ruling class to murder the unborn underclass. Check your privilege.
5166,,,@SenGillibrand That’s not true most women back restrictions on abortion.
5167,,IL/CA/FL/VA/UT ,@TheView Meghan all women are included I'm NOT pro abortion &amp; neither are some women pro life when all they care abt is the unborn not after
5168,,,liars make an abortion.
5169,,San Francisco,@KamalaHarris @DianneFeinstein Please vote against the 20-weeks abortion ban.
5170,,,"If an abortion for one baby is $500, does that mean abortion for twins $1000 or is it still $500?"
5171,,,"@KathTheKatholic ""Anti-abortion dress"" nice word choice @billboard People typically go with ""pro-life"" but that's none of my business"
5172,,,@jessphoenix2018 Which clause in the constitution says a 20 week abortion ban is illegal?
5173,,,@SimonHarrisTD Abortion stops a heartbeat. Think about that.
5174,,,"@RaySuarezNews If Black Lives Matter, Why are 3,154 Times as Many Blacks Killed by Abortion Each Year Than are Killed by the Police?"
5175,,,@Alyssa_Milano ABORTION IS MURDER you stupid piece of shit
5176,,"Donegal, Ireland",Where the balance @IvanYatesNT in this #Abortion debate
5177,,"Jersey Shore, USA",NPR cracks me up. They referred to the people at the March for Life as “Anti-Abortion Rights Protesters.”
5178,,"Tucson, AZ",the abstinence gamer DESTROYS the fucking gamer on abortion
5179,,"California, USA",@SenGillibrand What is dangerous about a 20 week abortion ban?
5180,,"Castleknock, Dublin","@SimonHarrisTD Please remember, Minister, that there are two people involved in every abortion, and one of them always dies.
#Savethe8th"
5181,,,"@MeganLReed28 Euthanasia
Abortion 
Holocaust 
Immigration"
5182,,,"If you want to reduce #abortion :
-Provide access to family planning and support services
-Lower poverty
-Increase education successes
..."
5183,,Ruins of Olympus,RT if you’re on your 3rd free abortion after 6 paid abortions punch card
5184,,Mt. Myoboku,The government is against abortion cuz they're killing white babies. Stay woke
5185,,East Coast USA,@david_j_martino @ACLU You should educate yourself on abortion complication rates before you spout such uneducated 🐮 💩
5186,,,"@PhillyD The 20 week ban on abortion, bullshit happening today in gopperland"
5187,,Ruins of Olympus,RT if the only reason you have kids is because you couldn’t scrape together $350 for the abortion
5188,,"Vancouver, British Columbia",@DakotaDixe @CNN One would hope not but looks what is coming today? A decision to end pre term abortion rights?
5189,,,"@uncriticalsimon @RyanTAnd I said spontaneous abortion, nothing more."
5190,,,@CarltonNewberry @FieryTwoozles @jennajameson Where the hell are you getting these facts? This isn't how abortion works....
5191,,,"PM: “I read an article that said Abortion saves lives”
Student: “isn’t that an oxymoron?”
PM: “no, that’s just a moron”"
5192,,"District of Columbia, USA","How can you restrict abortion before expanding women's health care, the social safety net, and access to birth control?? #NoAbortionBan"
5193,,"Colorado, USA","Legal abortion but we ""abort"" the women requesting it. 🤔"
5194,,cmd prompt,Astrology is even more wack than religion and that’s just a clump of cells i'd probably be anti abortion too.
5195,,Purcellville Va,I’m shook. Ireland is having a referendum to repeal the 8th amendment which bans abortion and I get to vote for it!!!
5196,,,@RyanIrelanJane @schroederjen78 @MarkWarner Why do your beliefs trump mine?  You are free to refrain from an abortion if you want.
5197,,hiding @ mind ur own fukin biz,"Shit that will actually help end human trafficking: Legalize adult sex work, abortion on demand without apology, abolish private prisons."
5198,,pale blue dot,@LeftCoastResist @Eviljohna @NARAL @MimiLeroch So will this impact women in need of emergency abortion?
5199,,,@LeftCoastResist @NARAL @MimiLeroch You really think that abortion rights are guarded? Wow. Our future really is in jeopardy 😔
5200,,,A 20 week abortion ban is an assault on women’s rights. Full stop.
5201,,La Mancha,"the catholic blackpill=the church actually WANTS abortion because novus ordo, or something"
5202,,"Newark, DE",@ihate_everyone2 Abortion itself is a weasel word.  It's like Veal.  You know what you're fucking doing when you eat Veal.
5203,,"Dublin City, Ireland","@Savethe8thInfo Well done. The savagery of those who promote abortion, needs to be reinforced to the public. #savethe8th"
5204,,"Las Vegas, NV",@FoxBusiness @jemelehill @SportsCenter What type of inbred runs this abortion of an account?
5205,,"Virginia, USA",@chelseahandler Where exactly @chelseahandler does it say in our Constitution that abortion is a right? Take a civics lesson you ass clown 🤡
5206,,,"@SenGillibrand Kirsten, im posting The Taxpayers should never have to pay for abortion!! Ever!! Say no to abortion!!"
5207,,South of Heaven,@AdrianneCurry Isn’t abortion policing another person’s body?
5208,,USA,What are your opinions on abortion?
5209,,"Troy, NY",@RepGoodlatte Agreement amongst anti-abortion activists?
5210,,Namibia(Walvis Bay),"Girls who never did abortion
Turn off🙅
2018 we only date murderers  🙌😁"
5211,,State of New York,@SenGillibrand You are the poster child for why we should #RepealThe17thAmendment Abortion is not reproduction.
5212,,Byron,The people calling out females that claim “pro-life” for having an abortion before. 😂😂 thanks I needed the entertainment
5213,,,@ChrisMurphyCT Then you should introduce a bill to allow abortion on demand until the child leaves the house.
5214,,United States,@chelseahandler Please show me the part in the Constitution that mentions abortion as a Constitutional right.
5215,,28277,I want everyone talking about ABORTION today. This is really important.
5216,,"Boston, MA","Since the Senate is scheduled to vote on a national 20-week abortion ban today, let's talk about this policy."
5217,,,@NancyPelosi Stop supporting baby Killing Abortion is murder Hitler would have loved you for your position
5218,,United States,@MaxChgo123 @TeaPainUSA @BodhisattvaKat Explains why they are voting on the abortion 20-week ban.
5219,,Virginia,@RepGoodlatte You are misrepresenting what you are planning and you are a fraud. #resignalready abortion is LEGAL
5220,,TWITTRTH,"an abbey is an abortion: brave, but not pre-packaged"
5221,,"Planet Earth, then Heaven",@Liz_Wheeler Ban abortion period.  Abortion from conception to birth is first degree murder.
5222,,,"@Alyssa_Milano Supporting abortion at 5 months makes you the extremist. 
#ProLife"
5223,,,"@JamesMartinSJ James, James, James...if only you would speak out AGAINST abortion as much as you speak FOR homosexuality."
5224,,,@Gr8ThingsRComin @Variety @Joy_Villa Pro-life really means anti-abortion and anti-choice
5225,,,@RepGoodlatte Prefer no legal abortion unless medically necessary.
5226,,"North Carolina, USA","@KamalaHarris ITS NOT 'HER' BODY that is aborted!

If it was, I might agree with you. 

Abortion stops a beating heart, a living human."
5227,,"Fingal, Ireland",@DavQuinn @senatornoone No thats not true.British law allows abortion up to 24 weeks.Fact David!
5228,,Chicagoland,@CAPWomen @amprog More females die from abortion every year than from anything else.
5229,,Central New Jersey USA,@nikkihaley Islam does not restrict abortion.  We can learn something there.
5230,,28277,Abortion is very important.
5231,,"Menomonee Falls, WI","@PolitiBunny @TwitchyTeam Ahh yes isn’t that the 28th Amendment, the Abortion rights amendment?"
5232,,,@realDonaldTrump Save America by ending abortion!
5233,,Cranberry Township PA,"...

But I'm actually in favor of abortion because mostly DEMOCRATS abort their babies!!!

!!!"
5234,,28277,PLEASE DO NOT LET ABORTION BE TAKEN AWAY FROM WOMEN.
5235,,United States,"Idaho panel introduces so-called 'abortion reversal' bill 
CLICK BELOW FOR FULL STORY....."
5236,,Boston,@Celebritygrbage @isabella_bee @JRubinBlogger Bill prevented Hillary from getting an abortion? 🤣 Dumb trolls gonna troll.
5237,,Phoenix,@xan_desanctis What’s horrifying is they dont understand that a 20-week abortion is cruel and horrifying.
5238,,,"@Variety @Joy_Villa well, well.. at least you're not calling it an ""anti-abortion"" dress now."
5239,,eastern NC,Can’t wait for that abortion ban in Congress to get sent to the Supreme Court 🙄
5240,,,"@NPWF ""Abortion care."" LOL"
5241,,"Kailua, HI","@Turntablez @CodyCovfefe @thehill If you support abortion, you do.

Literally. 

Own it.

I'll wait."
5242,,Phoenix,@ReproRights A 20-week abortion ban to save the life of an unborn child is cruel?? #MessedUp
5243,,,"@Variety @Joy_Villa No idiots at @Variety ..it's not an anti-abortion dress...
It's a #Prolife dress. Bravo Joy!"
5244,,"Virginia, USA",@BigDadSteve @sjneedsanap @ClistonBrown @RonBrownstein Not sure anyone here has brought up abortion.
5245,,,"@clairecmc stop the infanticide! end late term abortion!
Your  re- election  is depending on it."
5246,,"Brooklyn, NY","I hate high school law classes Bc you be the only smart person in them, and now you gotta fight a bitch Bc he said abortion is murder"
5247,,,@GregProops @lizzwinstead I’m sick of BananaRepublicans treating abortion like it’s a fucking mani/pedi and not a medical procedure.
